Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByLabel,Chrome 63.0.3239.84,Ocean Freight,2018-01-04 16:06:58,2018-01-04 16:06:58,0.143s,PASSED
selectOptionByLabel,Chrome 63.0.3239.84,LCL (NVOCC),2018-01-04 16:06:58,2018-01-04 16:06:58,0.147s,PASSED
fn.Search.multiple,Chrome 63.0.3239.84,,2018-01-04 16:06:58,2018-01-04 16:07:06,8.539s,PASSED
fn.Search.multiple,Chrome 63.0.3239.84,,2018-01-04 16:07:06,2018-01-04 16:07:10,3.821s,PASSED
selectOptionByLabel,Chrome 63.0.3239.84,,2018-01-04 16:07:10,2018-01-04 16:07:10,0.096s,PASSED
selectOptionByLabel,Chrome 63.0.3239.84,,2018-01-04 16:07:10,2018-01-04 16:07:10,0.094s,PASSED
click,Chrome 63.0.3239.84,,2018-01-04 16:07:10,2018-01-04 16:07:11,0.079s,PASSED
takeScreenshot,Chrome 63.0.3239.84,,2018-01-04 16:07:11,2018-01-04 16:07:11,0.326s,PASSED
click,Chrome 63.0.3239.84,,2018-01-04 16:07:11,2018-01-04 16:07:39,28.041s,PASSED
fn.DragAndDropUnique.portCodesLCL,Chrome 63.0.3239.84,,2018-01-04 16:07:39,2018-01-04 16:07:40,1.401s,PASSED
fn.Create.MQ_with_AgilityTariff,Chrome 63.0.3239.84,,2018-01-04 16:07:40,2018-01-04 16:09:03,1m - 23.148s,PASSED
Statement - MQ_No = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/MQ/QuoteInfoPage/getQuoteNo)),Chrome 63.0.3239.84,,2018-01-04 16:09:03,2018-01-04 16:09:04,0.080s,PASSED
Statement - err.println(MQ_No),Chrome 63.0.3239.84,,2018-01-04 16:09:04,2018-01-04 16:09:04,0.000s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 16:09:04,2018-01-04 16:09:07,3.046s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-04 16:09:07,2018-01-04 16:09:07,0.394s,PASSED
takeScreenshot,Chrome 63.0.3239.84,,2018-01-04 16:09:07,2018-01-04 16:09:07,0.321s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-04 16:09:07,2018-01-04 16:09:08,1.002s,PASSED
scrollToElement,Chrome 63.0.3239.84,,2018-01-04 16:09:08,2018-01-04 16:09:08,0.098s,PASSED
click,Chrome 63.0.3239.84,,2018-01-04 16:09:08,2018-01-04 16:09:24,16.046s,PASSED
waitForPageLoad,Chrome 63.0.3239.84,,2018-01-04 16:09:24,2018-01-04 16:09:24,0.013s,PASSED
waitForJQueryLoad,Chrome 63.0.3239.84,,2018-01-04 16:09:24,2018-01-04 16:09:25,0.530s,PASSED
click,Chrome 63.0.3239.84,,2018-01-04 16:09:25,2018-01-04 16:09:38,12.928s,PASSED
fn.Select.Customer,Chrome 63.0.3239.84,,2018-01-04 16:09:38,2018-01-04 16:09:46,7.892s,PASSED
fn.Submit_To.QuoteApprover,Chrome 63.0.3239.84,,2018-01-04 16:09:46,2018-01-04 16:10:03,17.623s,PASSED
closeBrowser,Chrome 63.0.3239.84,,2018-01-04 16:10:03,2018-01-04 16:10:04,0.849s,PASSED
